2272 79723
2486 6355
2407 2826
2477 22010
1479 2414
2178 526
2258 1675
1917 18316
409 44172
1822 36500
646 13478
2234 581
720 78982
719 68600
2484 74767
2013 1669
1262 99500
346 6162
856 6024
1592 87566
1279 59404
1913 4749
48 1464
2315 32805
177 13835
2387 8609
1855 3599
1237 97927
1381 92363
740 81223
1738 87750
1219 70278
1485 98904
1836 78
2667 106404
1630 588
770 77863
2251 10252
1601 8169
1341 8561
558 31947
522 12422
1003 1309
2368 95086
1959 36232
1611 88743
2100 2532
1532 84746
1047 310
2638 40600
278 310
2411 19208
67 1797
60 11318
1350 9263
2357 84743
661 74627
1655 26
1456 95436
1989 6038
1167 14596
259 169
1169 11090
2353 111116
443 310
1408 34193
641 55720
1263 2278
984 523
518 56724
1321 5035
438 13477
2141 4463
2530 111281
660 53252
89 8401
580 59949
1461 7241
488 4452
2009 712
313 777
1069 37649
221 28834
677 42
1398 14095
677 67485
399 354
1340 2573
1735 87296
2585 46289
880 78423
1493 59787
2318 4631
838 77957
2308 99663
1780 1030
627 70410
254 31944
2562 2960
1063 30491
2264 18378
1327 89296
2197 109824
1481 40106
342 5254
2257 4170
1296 86474
816 595
1686 2532
249 3212
1717 1296
448 559
2598 35365
1107 5506
769 77571
900 5643
1172 35977
2594 82
1668 60426
1036 44693
1797 5660
1385 4180
1941 3025
1409 93342
115 10233
520 16322
615 20
2443 1799
570 39557
1413 52807
1385 4117
2269 36786
2332 16808
2378 79824
1302 24471
458 51972
409 1007
1659 10756
1455 12741
739 41011
950 7425
1142 22055
67 6662
212 10885
1670 108302
2111 229
2626 38786
235 29836
1442 25874
2093 13586
289 1313
161 23240
2309 12012
607 59466
2478 24345
796 1006
1503 3368
1634 1030
447 7805
2078 18700
1040 3599
309 17548
220 3996
2571 43272
763 18919
1362 100542
345 41476
1281 2341
199 25822
934 66064
155 22863
1820 31589
700 8813
1712 2344
1162 3337
1662 1633
498 7498
645 2465
1731 87046
1995 21988
1389 3083
990 50708
1466 3370
2654 18130
695 76691
1819 93588
2449 46754
868 5681
605 2900
1582 178
503 3718
1506 36114
1595 10866
409 1156
1505 76809
772 32426
918 85915
909 65326
1956 5773
891 64521
1368 51288
1873 68641
946 51226
865 4048
2632 1924
2255 30244
2506 2822
1667 91194
2560 17708
2423 4735
1026 71499
1969 387
38 2624
0 70
828 65061
865 77867
1608 38899
508 1543
2028 30224
1233 8589
1219 44459
226 2358
1344 25784
1028 71548
910 7715
398 47249
2672 43594
1301 903
1054 525
76 15501
2604 1736
1428 94218
1383 2562
2278 19601
2082 40484
1587 3337
2400 15
2196 1617
1026 71537
1692 4824
2118 7147
1695 15724
1779 42280
2345 26667
1763 6957
1786 91653
538 57743
168 23859
1859 62338
2199 109845
1920 10848
2358 723
2320 1741
1300 9748
2249 295
125 18863
115 18082
938 2810
1795 108560
1719 85510
1074 82
831 7086
2409 69229
407 5131
1368 32236
1081 7812
205 26252
1763 4615
1718 4626
1820 35272
539 876
1612 9702
2094 42057
2018 7813
784 26791
1507 69508
2660 49059
679 5517
2116 104162
1561 47394
558 39632
1868 1049
166 1008
2143 91154
1924 9
2633 40356
1060 1064
1085 4647
594 2233
1746 43105
2556 14480
704 71727
1269 13
961 15618
1591 107471
1323 59378
2259 73909
1608 63400
2170 3376
164 7065
1829 1156
161 23255
437 41986
2614 23692
1399 3640
2227 21582
2505 54869
2234 4630
2593 18771
775 82153
1844 65780
2062 3413
2446 82059
1412 2260
718 7714
957 89092
740 523
1159 19402
911 16804
2147 1798
2188 79109
603 6792
1786 59086
1556 1159
1580 9129
2427 20005
749 83428
1451 12304
604 12811
237 29962
987 102316
1691 29196
643 68
2140 4142
2055 21189
1909 73034
1997 64455
1835 61800
2397 11662
1557 22799
1920 10883
1820 32263
166 23663
816 24521
597 61409
1325 5161
518 310
1629 107726
55 5615
1915 6665
1589 53388
1951 99
2649 2600
1544 85270
2370 1550
1346 46212
344 996
959 634
1935 18415
1296 8518
1815 108565
2094 12816
1890 8138
642 15470
339 23499
997 23273
2477 42933
1688 5102
90 8459
1882 6024
1813 77384
456 28299
1023 14798
470 1153
246 31106
1006 30336
2579 28586
2577 484
1751 4611
769 31899
1717 3462
679 56326
1672 13555
147 22306
2181 428
737 764
1022 5008
1223 22631
1342 1039
854 80875
1250 98857
819 33414
2189 109698
123 18746
663 74705
1131 43023
2111 30625
2380 101393
1220 2509
1191 7725
750 81954
1273 4747
1032 71582
479 43338
823 85171
257 310
2457 104131
75 7326
886 37019
79 7548
1555 25194
2027 38553
2581 26639
733 33250
2215 38800
2004 67807
1074 1068
1944 770
1613 14603
1934 6677
976 6549
1336 61427
2339 65540
1720 80264
1861 6900
1874 129
1022 1773
1088 7439
337 1844
106 1482
1645 5115
1239 24720
193 66343
2322 1633
655 24739
920 245
964 56808
2228 32410
2296 1042
569 44329
2195 558
1438 90522
269 29703
1890 31041
1548 15
1206 81031
1340 50702
1598 107531
1366 4290
1479 16639
1151 8328
16 2126
142 22021
1964 5793
946 7975
906 54950
1303 32711
608 20099
714 47394
1384 32911
530 11983
103 9342
1943 3750
1585 107437
526 56932
591 7174
2005 88673
304 55940
2134 91039
1130 1027
1053 86407
1706 93705
2541 8589
1444 1160
622 9065
1815 410
341 1887
2202 38794
749 17741
700 71281
143 22124
1346 44331
2316 18919
2408 9356
1259 25863
138 21684
2456 534
1782 79748
967 90116
1203 9005
1521 10700
241 2343
302 37639
1074 104989
2075 24066
1797 1513
657 4166
1660 16204
98 9004
515 47042
1349 90255
2019 24676
693 40772
1821 10380
778 19590
1479 12822
2556 45135
1445 9190
1306 13069
1161 28423
42 4424
1477 90533
917 65412
544 13561
600 5812
1815 5898
387 915
1856 53346
1822 1358
834 36360
1504 3653
470 15
949 6597
1812 105498
1498 12878
308 13541
527 3161
2315 1008
1078 70440
