6147 47816
2075 33037
9330 9909
2848 88721
7234 64327
1386 24918
5093 85122
8059 108869
2710 75794
808 2883
9164 4985
7915 21247
1232 37550
5810 104425
5990 51072
8426 9977
10663 41124
3308 1419
10713 4284
747 24743
497 6169
6274 4332
5087 79241
10257 4439
7915 7057
1702 21956
9995 5688
3313 33533
9116 98642
7911 75380
2754 75983
1769 50158
2622 7708
9532 55375
2159 3208
1569 5641
4981 97988
8753 7480
8846 38976
5531 20964
3540 41288
799 25601
9890 98742
93 2286
4223 2193
8995 97048
651 5485
2754 76078
2472 6544
2373 21457
9713 93635
3947 2203
3946 20055
9436 92580
2240 2167
2197 57882
2680 62098
10045 15468
3830 48662
3770 13122
5816 88618
8259 96157
864 27736
1963 14073
4952 14947
595 21882
2997 1051
6496 4349
9507 4638
6476 1819
1983 54069
9012 110138
1270 7975
4011 52656
1319 39307
5482 50785
4906 2826
1006 30058
5059 7358
2810 54289
7866 74391
2628 45776
789 115
2373 93777
4085 3562
5772 59296
5665 36546
2091 3599
2119 56840
687 23615
10138 48121
3085 12893
4999 72851
5658 24410
1077 14573
3965 16232
354 15858
5428 50369
8881 28
42 1309
6633 15277
8017 6629
10489 54430
2244 59238
2993 81403
2728 35259
8807 3819
5157 4406
3642 14770
430 17065
1705 44506
10024 5762
6638 35039
5117 44802
1888 9235
2953 7734
3419 80461
3085 19405
9859 42047
84 2423
9093 6521
10667 32426
6656 4638
3626 604
1787 29007
4675 102947
8458 103809
2262 59353
9068 56627
7406 8992
9866 1135
4428 46555
5170 85761
10056 519
3288 84792
3282 48332
314 15366
5807 6086
6900 10015
5119 9241
3082 5891
10222 11255
3164 82845
4507 75026
6124 7631
8011 22553
8261 5508
8760 7366
3511 4829
8910 75621
2930 1468
4906 81960
2717 32318
5286 17700
5831 43167
3399 14805
2920 1043
2196 57847
6589 874
10237 28035
7013 87685
294 14921
326 7481
862 3006
2793 5812
399 80084
1668 3020
5514 31184
3064 93619
1535 45184
7554 21144
399 10597
4431 75397
2745 11550
10228 6591
6693 43936
7073 8479
9699 8622
7035 20258
6766 14934
2454 61966
4054 103223
581 10140
2399 60792
7762 2140
5383 19418
5364 19096
4457 8644
3196 12493
5362 99390
3914 831
6536 584
2173 13184
9805 3542
5737 423
1954 7009
6970 80937
371 5896
9815 103786
9082 110324
598 22105
4787 95591
1550 2231
8514 82786
399 106345
2388 60488
3321 7671
6366 76232
7113 57194
363 8194
7103 1139
1144 6326
2346 17894
399 98825
4113 2960
9032 26791
9805 13391
1302 15470
9633 68520
4622 1344
466 41266
9603 101641
8968 14347
9517 92456
9105 98326
3434 63153
864 27846
6429 489
8095 4159
9690 12038
2709 75568
2487 11573
5899 48557
4809 8826
6863 22431
1596 2261
6495 107668
6865 37824
4279 87024
6211 74757
5777 6562
3044 69843
1369 40258
7700 18634
8733 37362
5102 23420
8313 16169
6847 909
2775 3911
6887 26778
9543 50852
8620 4098
2007 8607
5643 35583
2997 19301
5531 10829
399 83840
4375 89922
6934 27059
5377 99472
9060 25629
2719 76300
3418 6143
2391 6544
774 25338
5955 88986
9091 12831
6429 4524
3947 17743
3633 70534
7013 12671
3830 12061
7530 2946
2827 3172
5672 6409
5955 20366
8126 31935
3830 67714
3830 68998
6332 2769
5830 238
5170 10812
9235 8567
8728 18229
4069 73453
6111 31504
6863 80909
7645 20296
9025 43709
2230 59133
5649 95307
9091 51134
7322 61426
2626 2551
3794 385
7043 73108
5986 72377
528 19054
5395 89943
4054 25690
6034 81150
5388 2308
5227 60575
5388 89815
862 2142
6888 5744
10138 48102
2989 69804
8605 3946
9063 44591
10521 31857
3823 69993
5518 101203
370 15543
1110 6166
5031 2215
1564 46007
6642 5208
8564 122
2063 56376
9822 310
1175 3384
1143 29044
2659 6776
3996 18456
7895 882
3830 69276
1603 40470
9043 30167
3999 33015
6 2163
4365 77323
9296 10450
3178 5261
4882 33537
294 14927
1006 31158
9568 178
3148 61485
3965 78590
3230 96039
6054 6409
4282 11065
8439 33821
10356 8460
3503 39132
10413 46600
3429 32013
4795 3168
2212 58136
9952 14497
2997 3364
7899 54237
4729 105027
10591 40677
6900 1325
7314 61375
1267 38179
5881 3621
9791 1415
7608 50677
233 5632
8793 17246
6254 13946
7518 67828
4931 4749
4591 19672
5259 39752
226 13865
399 37648
6049 9523
572 20565
8329 83305
1271 38465
4008 14432
4316 27485
6100 1359
3999 23704
7218 5299
9412 67182
9471 5014
1790 50437
3616 64723
8206 156
4362 19587
2212 58618
7750 73607
3894 53770
4890 21208
7090 3337
46 228
7644 72899
6031 634
8384 18854
4113 83415
3101 23978
6305 35689
7290 2808
8894 5587
1550 8813
1945 36391
2372 60064
4477 10526
8384 5191
1365 48238
1421 13955
7285 16176
4130 64718
1917 21345
4473 13680
5891 7998
3327 60137
2816 55483
10273 23457
6941 80431
9517 92515
8471 103868
8786 33406
526 18911
760 25099
6371 34899
9741 2662
9091 708
5406 2861
2173 57332
4541 85938
3830 68916
8956 8322
5227 31615
4362 33408
4423 3071
469 4680
725 24333
7088 89157
3931 91035
3830 32998
1232 37487
4396 74596
5101 5772
2061 56282
49 1496
2988 65350
6684 46140
8602 526
8820 63691
9772 103568
8670 25352
7642 72859
8554 6294
2109 19112
10427 6557
10013 2942
533 3827
10094 5422
7748 19973
6113 15024
100 1484
7091 89235
1143 35395
2885 13198
3830 20757
1702 3339
4999 10828
37 97
4477 41631
7285 72075
6705 972
4382 3245
3675 85342
2366 40569
9653 24791
3450 81563
6050 14595
10468 31
10488 42460
484 10263
9089 3373
1318 39206
226 5087
6842 31890
5719 103597
4893 65981
6743 89973
5906 97011
3080 7509
8329 94467
10359 11143
6407 15465
3851 9795
3647 20858
410 16837
4496 100631
3440 35383
10431 16370
1006 30155
9093 93871
1985 503
10138 3458
2709 65786
3989 526
2422 1402
4878 2957
4496 16070
1809 10816
4971 10749
1328 39530
1785 1100
4225 20485
8951 588
399 30886
5690 103453
9730 103062
2515 63792
10138 48154
2485 5709
7094 10505
3830 68315
8897 728
3270 84409
1302 105877
6561 57551
9761 84692
8290 109284
581 1509
2613 2896
7875 10073
1151 35678
4451 74683
2024 49340
4868 81528
9842 17779
7429 4795
8913 83103
10066 6597
3395 78615
2819 3000
8011 55553
3279 96424
1469 43120
2175 428
4473 100048
6863 84443
8118 83777
9633 60536
3395 34556
7338 64334
7629 2624
6299 68744
7028 7949
10528 10809
2379 37283
9675 93592
704 12006
3830 68278
3830 11152
4069 15446
6493 4131
10481 803
722 5506
3710 4819
4108 32280
2245 59251
9557 2649
6702 45061
4000 1150
2989 1959
2211 31766
1027 2962
2007 54588
5963 42474
9302 2728
8138 11319
2208 10879
6499 82416
2672 53252
8649 51833
9730 24857
7013 83090
10119 47595
107 2963
3732 35965
2776 34446
1920 53086
1365 32412
3931 17963
8168 28904
6299 105138
5345 4390
122 3185
5544 5870
4362 17497
8321 107
4800 357
1695 48477
1134 34714
4720 17083
9170 4339
10639 40937
5573 1646
8751 7887
7780 9285
5442 14497
8829 73628
6868 5760
8953 36914
9203 8007
10413 7188
6410 107510
1441 28034
4054 833
1489 44010
5556 101706
5050 37238
2997 4810
235 915
5955 98466
8730 972
9934 16488
9043 97791
3064 7477
7035 13989
8021 12896
1494 42192
3836 11346
7278 23364
3160 8712
3952 16391
3766 39512
7307 9287
488 239
5386 5317
2933 26615
6016 73852
8430 5797
864 27207
3544 8607
3450 81384
7289 77475
10138 48108
4953 1127
5834 1346
10178 42
4285 14722
10166 42631
5540 44221
8496 104027
6893 22555
7388 23907
4848 32392
1279 11941
3226 28735
9805 26507
2145 56957
2230 59055
4675 33583
9651 83788
5034 12243
6638 46
9907 1787
489 22298
688 809
2839 52059
10371 7222
1302 1695
1204 10081
9091 110361
3395 79285
3564 83705
5068 4986
1500 44393
10500 53834
3085 2260
1778 21519
8879 19248
7549 69576
3826 44028
3544 13529
2686 16794
9810 29627
2953 4058
2230 24806
9571 62216
3954 28362
3289 71325
10504 3640
3066 21489
2667 229
7285 105598
6124 2987
1923 18791
724 7323
399 35838
5634 93042
9751 29574
5059 84991
1754 29270
389 8699
9460 723
208 13308
3830 14637
6383 20909
4359 26516
8182 95870
8626 36502
184 4516
8797 3989
2212 58095
3830 67509
2882 89566
4963 2932
7822 84
2073 56445
5232 39056
3965 806
3139 54876
1367 40112
2881 2965
8334 13394
7387 65590
3636 9733
9614 101762
6570 89414
554 19846
3337 1466
5450 32886
7791 99346
399 14052
9854 7339
8600 6689
6697 91153
2718 44014
772 25312
6113 22676
3616 20106
623 22509
633 12099
1710 5589
