426 20202
587 60449
6 927
2106 92866
1041 107076
2334 4780
2315 781
428 37921
962 89894
2435 43910
1686 89577
2189 109669
129 19566
3 2955
1426 1127
987 42
156 18640
739 30093
1156 80939
2181 4267
472 38895
2257 2600
1268 1202
1521 558
2652 25639
1300 8928
1917 57353
468 52750
2222 37895
2211 72327
2112 103179
563 34471
1376 777
228 29496
1271 99877
111 106637
834 72
1683 108422
2426 71488
1699 56566
920 65546
1440 46534
2453 916
2213 109988
266 33860
2028 16835
1810 872
1919 73444
1761 20484
1693 4270
2084 11342
1119 79941
584 47849
2400 48936
1120 28939
874 59937
894 28582
1006 96397
1497 17346
2493 3337
2477 43085
374 3372
52 13611
81 20
420 49258
27 3064
1544 28557
972 16664
554 30344
1701 8155
1104 74423
117 29196
1724 49030
1993 4117
2269 110419
579 1921
2429 34192
1176 1128
1322 28968
139 1836
122 2888
1810 7552
2477 42932
1122 100868
1157 57100
2604 72
558 239
777 82220
465 189
1218 273
73 15236
2177 12822
2400 65190
2662 37802
1837 65508
939 23140
45 4763
1831 65156
1919 5517
2597 41101
475 32235
59 13960
323 39495
1386 25773
190 12068
2391 491
1199 11697
53 1464
1419 20967
2244 83868
2199 12140
1436 17098
535 57605
2590 46351
1384 2193
2486 38920
2547 6535
2094 10949
1230 5874
2310 80555
1111 20
446 389
346 41510
1751 4739
2010 7974
2113 3082
484 27823
1416 15183
320 7955
1355 526
116 10285
2574 8780
71 15004
1970 75394
1987 3187
70 6885
1350 400
2025 109063
362 2504
2525 42404
2084 62121
318 1698
1533 4618
920 18971
1784 926
681 52760
591 20484
1159 101
1943 10102
1968 75270
2277 13201
869 38469
2395 40859
362 7528
87 8212
835 410
803 7847
1120 6002
1036 84802
1371 4291
1477 13645
416 526
379 41764
1333 42344
1728 9154
2412 97228
1180 10958
1064 5793
282 3693
1337 1159
2659 32429
31 167
1221 3233
869 7595
209 2215
268 34019
1012 5702
1114 11051
695 29382
2574 5657
136 20601
1339 36534
2148 56812
1692 38507
1240 8075
107 15948
1145 102300
1392 8078
54 5564
2632 2231
709 2459
2376 101127
1432 14392
31 3500
1891 6375
610 85892
1427 94251
1452 95377
268 34009
1262 3236
2260 403
1853 1039
386 46336
635 9638
145 17287
1721 61830
1736 8330
1016 2820
2037 109113
1297 13345
598 55112
2113 64394
1380 5703
2102 14410
86 15885
2096 80921
46 4781
795 6428
855 20234
1936 35301
685 7473
707 88844
1855 4199
1281 100419
94 16401
360 3220
1515 169
701 86178
1717 13338
484 53989
1731 7952
674 76336
1042 59438
430 6144
748 310
185 21347
66 4104
290 34318
1058 50888
2362 14235
1748 88195
575 6286
131 3209
1664 3534
1076 48780
496 7335
1328 99146
1080 77934
695 54290
1538 877
1836 39212
137 20622
2495 9740
1653 90324
204 26114
2032 56455
699 77828
1639 39365
421 1029
1409 31430
2383 18474
1095 4741
357 43016
2200 595
576 10733
85 7963
2023 1300
1869 22890
415 19950
1084 310
2147 1553
2479 45482
1752 32711
2316 926
1316 42418
2668 1636
2640 21330
2426 33036
362 39954
2459 98666
87 13196
747 79315
109 296
104 9381
969 915
901 5449
616 62605
2415 10500
1445 1691
1103 44584
2332 67480
341 24740
798 91662
2000 13944
1975 940
1389 22788
1409 70534
2347 7759
1107 97442
1651 2193
1070 13604
807 16268
2020 20709
1744 5874
457 51924
445 29194
895 47239
1506 99842
953 21066
1536 84891
2477 22011
1734 13337
1140 21137
1703 2390
2048 104452
1017 64098
35 1346
335 16522
2253 80214
1029 12956
2551 903
52 7222
381 4901
2521 2453
626 1126
919 86025
894 45332
2263 15242
1213 20
2110 12049
1475 20620
1399 102918
1063 7280
312 8713
838 35748
1436 73313
839 62509
89 16136
1295 915
2342 1192
1188 75337
970 5698
1711 84766
1067 3661
95 4010
1039 85001
837 9125
1368 91170
826 33830
719 78866
1590 87494
1557 1558
1669 8594
2576 5409
2486 3142
633 13
1101 25157
1951 5007
2338 111016
1297 776
2250 97894
705 3332
372 41735
2056 15397
2500 54656
48 5065
396 34796
666 7109
2564 51462
201 20119
1697 29122
2360 3215
1117 51940
2007 1135
1662 14345
310 38156
1562 4631
338 3613
93 929
2433 103605
944 88418
2324 18195
655 9483
2172 37901
1582 12321
2303 8713
1773 360
1780 91233
310 4056
250 31397
140 21705
1366 2719
1062 362
1084 77324
2044 174
525 1351
1562 808
2370 279
114 10187
1357 7273
1292 86939
