310 6120
2477 1358
381 2214
98 4699
1317 4381
1342 2314
2031 29571
1384 1380
1196 3375
1192 30988
678 86531
2053 7282
1209 4851
1720 85733
118 14859
2630 32400
2027 53901
1022 5008
167 5191
287 36181
2617 387
483 5773
1291 5028
1111 67089
261 6982
3 519
700 8813
764 11407
1624 24237
2320 1741
1675 2577
1452 95377
1957 5358
1264 1675
526 5253
1887 70881
2669 63883
1575 86661
53 480
553 59235
103 9350
579 1921
1172 22929
2195 558
1746 88122
2440 70053
1264 25356
2094 42057
2346 48898
2528 6981
2413 91977
641 55720
1607 3819
2310 80555
1292 45057
372 41735
383 3640
12 1605
353 42702
1898 558
852 266
1824 851
551 35636
2038 10946
398 869
368 10444
938 82245
1400 9762
2103 1512
627 52677
622 9065
1827 7131
2353 111116
1153 4470
902 4365
2162 105284
1075 31663
526 56918
621 39366
591 7174
781 178
1577 45588
1780 91233
411 3796
680 6916
1591 45686
836 7955
666 13188
2231 4390
2547 6535
1966 75188
1430 59104
1820 35272
1958 74370
183 24980
2024 5094
1368 52190
1946 4368
1130 6555
2036 76134
1133 35
817 84845
1872 8778
1975 18947
447 7805
851 526
1244 1455
49 13344
2355 8
2657 491
1349 22757
589 3209
2668 106413
2322 5892
301 37362
1356 6535
1116 11143
2069 8
2167 7823
1761 14798
1836 5768
373 8488
69 337
351 42414
2140 6166
1356 21653
1388 18758
478 53698
2606 526
63 4609
677 42
854 80875
798 91662
601 14085
440 2573
1478 10639
2065 22906
124 18821
2283 93317
1413 11157
1531 3013
612 20110
1988 1094
2237 8898
1813 77384
1138 26772
2051 96106
2595 7479
1313 88686
1703 7817
199 25822
240 30724
1966 39813
879 105444
831 7086
2650 240
663 74725
516 1029
581 5700
323 573
655 9483
1289 13926
1423 102981
1881 6823
211 1657
1877 38454
2673 17866
160 23212
2178 20874
1692 38507
550 59208
2234 4142
1339 11407
1947 74177
1247 63401
2105 273
1275 71176
1404 46473
2309 1039
2474 99188
1898 72765
715 4117
1432 22657
1734 80831
542 40168
1700 56571
1172 104967
1658 3425
853 63302
1021 24583
2630 5517
1778 56
958 36816
1076 40014
1133 101483
1601 8169
544 3242
2266 98536
1982 13169
417 32196
2427 20005
2295 48658
1505 14598
2518 5898
1391 2962
1187 777
874 59937
11 1572
1196 10755
2151 12819
2613 9516
670 21
2432 3996
669 75434
66 4104
1248 10437
1289 26791
864 873
1717 3462
522 12422
1032 71582
1823 61421
1746 88121
717 77256
1015 1553
330 485
96 2207
1483 3241
1969 75339
1009 103275
2282 58035
1827 17660
1371 5008
289 240
2177 1138
1480 60040
1157 57100
1840 3236
2269 82503
93 4048
105 5892
57 5778
898 24400
1340 22247
397 47153
1018 83055
2375 2253
625 64012
642 45671
1266 2567
1275 9697
2081 28513
471 1849
591 6185
2009 712
2332 16808
1665 50706
331 580
630 4773
1541 2193
1479 12881
2170 4361
728 23852
928 2437
729 3337
929 6557
1576 34119
48 5065
1475 34064
1196 13
1758 5529
285 36010
243 7424
1598 54799
649 62210
2504 19109
2281 646
2111 103941
1664 3534
2580 46170
1456 95436
1858 534
2403 95248
1613 32849
1132 13356
1481 49765
1917 1798
1449 3220
2154 57417
640 17963
1881 18225
2522 43128
1627 24808
2581 22611
1796 4883
982 39432
1870 43021
636 1039
645 7951
1729 4117
1074 2809
2523 48260
2150 451
2057 26319
2589 9127
1222 2491
959 89494
2453 916
274 1796
1540 101323
1461 1034
1823 29515
2289 2730
1405 154
230 29554
1642 107775
2397 11662
676 9295
538 10277
2063 42777
297 7869
1180 10958
382 1160
126 18964
1053 3245
950 21015
1914 51226
2341 25507
1276 91725
1950 2809
744 17677
1949 48770
2550 161
272 4749
1910 7188
2249 80396
1307 68
2651 56
1803 49305
1093 21826
1520 10122
1200 43017
2027 38553
2258 80327
1743 33192
38 2624
2254 6539
864 13447
2438 1687
2227 21582
4 10894
2369 13032
2261 44553
559 4458
967 90116
465 1068
274 34949
1554 21146
654 72068
569 59630
313 18382
689 64804
946 51226
751 3074
2086 73225
2336 36485
970 75286
2517 47620
2188 79109
421 40286
204 174
1902 4618
1184 33943
2338 111016
525 20517
1428 59305
476 49288
415 48456
1782 91474
833 106932
282 10594
194 3591
145 22232
2107 103848
583 60036
2625 38765
295 3765
119 105762
1940 19606
2146 360
1096 20
792 15
1910 16502
2386 33514
346 35864
2151 25737
2300 4194
1816 26925
251 31493
1138 96652
2400 65190
1755 2948
1170 28590
2472 1297
2086 723
2117 47282
1460 86920
1337 4068
1214 53228
1860 6580
1391 12312
2126 24325
1342 99719
578 176
1775 19383
1186 89107
942 18766
1810 7552
2538 4887
8 11013
822 1346
988 102343
1536 1611
2272 2504
1451 2382
2264 18378
2360 17958
419 1381
1685 13331
2407 3220
580 59943
1395 88162
2081 72855
1628 105376
2527 400
695 29382
228 21966
2406 1394
2606 4938
2477 50805
1837 54988
820 13924
568 45729
277 7571
613 62487
65 7708
2177 1701
1686 89577
1432 2827
1548 9765
1484 1604
2022 41866
95 5812
1490 48970
2165 777
1639 39365
965 17287
2216 34573
1828 23022
1199 1559
2505 54848
1568 2822
789 855
1492 9742
2626 105407
1074 4058
2135 93447
2497 4526
1017 7812
2051 17218
1068 2553
1110 2159
2196 20288
912 13143
1849 51873
1199 3813
1874 6177
1202 84744
1036 39189
978 1297
152 1930
795 36369
144 22161
691 2150
1050 180
1368 91170
2499 111250
2130 6950
1825 3926
2399 14471
2232 2445
634 1223
2148 2616
29 3257
2061 1192
1121 79009
1405 81446
624 3481
736 60356
1469 194
1700 3337
279 9128
2261 89261
1287 2917
1926 45322
1477 17540
716 1093
556 1736
1894 19821
341 24740
1369 88197
1545 15777
1542 39938
517 1798
692 53834
27 3064
2612 9510
733 33250
1090 33474
712 14883
412 48343
1633 296
1621 44566
2666 3468
545 20139
1921 73524
2206 34615
2617 1935
948 7752
1391 1513
474 4750
895 47239
544 7195
418 15525
1654 10656
1907 73006
1327 88074
555 59299
333 17420
503 3718
2425 162
2611 48707
912 15881
1822 5649
1771 24715
1481 4999
394 20022
2563 30768
553 3463
422 5449
2566 45284
1426 1127
1657 426
121 585
636 59687
1863 62547
762 40348
1483 2278
1900 61955
369 21395
2547 66572
1896 273
1796 76562
1372 526
1822 64082
993 69764
13 9774
1889 45730
434 260
722 6677
2332 17922
2059 96225
1850 962
1349 99974
729 51687
1419 20967
1989 70405
203 7723
2612 54594
362 39954
1960 1636
1808 33315
253 5647
1012 82727
1829 1156
2049 9233
1362 100542
1837 65508
1578 10378
677 1087
757 1041
125 18863
1041 71750
2657 24394
1526 39464
559 59411
2621 31880
2247 21027
2187 78861
1146 7094
457 12305
168 23829
485 17545
590 41103
2444 5517
1813 10919
1874 2551
1368 41250
2358 54
1202 96269
1920 10883
1646 4166
2115 173
470 15
257 28692
17 306
1870 28169
1937 2159
2550 2730
2054 3245
2246 97258
2426 17892
705 33724
790 5099
2487 104971
950 7425
317 1702
1468 13700
2231 4630
302 5701
877 8212
1895 294
1994 48786
1604 54317
1478 47830
2258 1675
1176 19
1576 5128
992 57898
1793 12781
1780 1030
2534 49125
1302 22797
